SIGLA,NO_ENTIDADE,REDE,NU_PARTICIPANTES,MEDIA_CN,MEDIA_CH,MEDIA_MT,MEDIA_LC,MEDIA_REDACAO,MEDIA_GERAL, TAXA ,,,,,,,,,,,
PR,MACHADO DE ASSIS C E E MEDIO PROF,PUBLICA,81,457.53,509.44,481.54,474.15,564.8,480.66,45.5,TRUE,41022351,PR,MACHADO DE ASSIS C E E MEDIO PROF,public,509.44,457.53,474.15,481.54,480.66,178
PR,MADALENA SOFIA COL - EDUC INF-EF-EM,PRIVADA,11,499.95,543.19,556.78,522.37,565.91,530.58,84.6,TRUE,41130740,PR,MADALENA SOFIA COL - EDUC INF-EF-EM,private,543.19,499.95,522.37,556.78,530.58,13
PR,MAE DO DIVINO AMOR COL EI-EF-MEDIO,PRIVADA,33,554.35,605.78,627.64,576.64,665.63,591.1,62.3,TRUE,41026810,PR,MAE DO DIVINO AMOR COL EI-EF-MEDIO,private,605.78,554.35,576.64,627.64,591.1,53
PR,MAHATMA GANDHI C E E FUND MEDIO,PUBLICA,19,438.97,478.57,461.99,453.94,589.71,458.37,32.8,TRUE,41100778,PR,MAHATMA GANDHI C E E FUND MEDIO,public,478.57,438.97,453.94,461.99,458.37,58
PR,MAILON MEDEIROS C E PROF EF MED PROF,PUBLICA,35,455.83,500.17,462.19,473.67,561.03,472.96,53.8,TRUE,41043286,PR,MAILON MEDEIROS C E PROF EF MED PROF,public,500.17,455.83,473.67,462.19,472.96,65
PR,MALBA TAHAN C E E MEDIO,PUBLICA,94,454.72,506.4,459.39,469.41,554.83,472.48,39,TRUE,41004400,PR,MALBA TAHAN C E E MEDIO,public,506.4,454.72,469.41,459.39,472.48,241
PR,MALVINO DE OLIVEIRA C E PRF E F M PROF,PUBLICA,54,461.72,509.99,461.31,488.47,565.69,480.37,41.2,TRUE,41021932,PR,MALVINO DE OLIVEIRA C E PRF E F M PROF,public,509.99,461.72,488.47,461.31,480.37,131
PR,MANOEL A GOMES C E E FUND MEDIO NORM,PUBLICA,27,460.44,505.47,474.18,487.06,543,481.79,14.7,TRUE,41055624,PR,MANOEL A GOMES C E E FUND MEDIO NORM,public,505.47,460.44,487.06,474.18,481.79,184
PR,MANOEL A GUIMARAES C E SEN E FUND MED,PUBLICA,75,503.41,548.78,528.54,533.34,558.7,528.52,72.8,TRUE,41130782,PR,MANOEL A GUIMARAES C E SEN E FUND MED,public,548.78,503.41,533.34,528.54,528.52,103
PR,MANOEL B DE MACEDO C E PROF E FUND MED,PUBLICA,22,471.24,496.2,480.17,466.27,535.23,478.47,27.6,TRUE,41136829,PR,MANOEL B DE MACEDO C E PROF E FUND MED,public,496.2,471.24,466.27,480.17,478.47,80
PR,MANOEL KONNER C E DOM E F M PROF NORM,PUBLICA,62,487.18,538.53,493.25,500.11,605.83,504.77,50.4,TRUE,41078721,PR,MANOEL KONNER C E DOM E F M PROF NORM,public,538.53,487.18,500.11,493.25,504.77,123
PR,MANOEL RIBAS C AGRIC E E FUND MED PRO,PUBLICA,28,466.53,507.77,516.57,446.72,505.56,484.4,63.6,TRUE,41025890,PR,MANOEL RIBAS C AGRIC E E FUND MED PRO,public,507.77,466.53,446.72,516.57,484.4,44
PR,MANOEL RIBAS C E E FUND MEDIO,PUBLICA,47,470.07,518.16,482.83,499.36,602.78,492.6,39.2,TRUE,41100816,PR,MANOEL RIBAS C E E FUND MEDIO,public,518.16,470.07,499.36,482.83,492.6,120
PR,MANOEL RIBAS C E E FUND MEDIO,PUBLICA,39,493.81,524.05,494.48,520.96,575.68,508.33,58.2,TRUE,41056353,PR,MANOEL RIBAS C E E FUND MEDIO,public,524.05,493.81,520.96,494.48,508.33,67
PR,MANOEL ROMAO NETTO C E E FUND MEDIO,PUBLICA,13,425.17,500.89,420.2,464.42,501.92,452.67,39.4,TRUE,41002873,PR,MANOEL ROMAO NETTO C E E FUND MEDIO,public,500.89,425.17,464.42,420.2,452.67,33
PR,MANOEL SOARES INST ED PASTOR E I F M PR,PRIVADA,21,502.9,581.3,553.38,494.32,610,532.97,61.8,TRUE,41378245,PR,MANOEL SOARES INST ED PASTOR E I F M PR,private,581.3,502.9,494.32,553.38,532.97,34
PR,MARCELINO CHAMPAGNAT C E E FUND MEDIO,PUBLICA,180,521.59,581.37,572.43,558.91,611.4,558.57,64.5,TRUE,41031857,PR,MARCELINO CHAMPAGNAT C E E FUND MEDIO,public,581.37,521.59,558.91,572.43,558.57,279
PR,MARCIA VAZ T ABREU C E E FUND MED,PUBLICA,25,492.02,539.27,476.43,506.22,604.17,503.49,39.1,TRUE,41022955,PR,MARCIA VAZ T ABREU C E E FUND MED,public,539.27,492.02,506.22,476.43,503.49,64
PR,MARCILIO DIAS C E E FUND MEDIO,PUBLICA,19,429.1,478.22,466.5,465.71,500,459.88,52.8,TRUE,41139186,PR,MARCILIO DIAS C E E FUND MEDIO,public,478.22,429.1,465.71,466.5,459.88,36
PR,MARCILIO DIAS C E E FUND MEDIO E NORM,PUBLICA,41,430.18,491.63,461.27,462.27,564.38,461.34,35.3,TRUE,41044789,PR,MARCILIO DIAS C E E FUND MEDIO E NORM,public,491.63,430.18,462.27,461.27,461.34,116
PR,MARCO A PIMENTA C E E FUND MEDIO,PUBLICA,12,418.92,486.27,462.84,474.83,525,460.71,46.2,TRUE,41024281,PR,MARCO A PIMENTA C E E FUND MEDIO,public,486.27,418.92,474.83,462.84,460.71,26
PR,MARCOS C SCHUSTER C E E FUND MEDIO,PUBLICA,24,482.6,538.14,504.59,507.88,579.17,508.3,22.9,TRUE,41071760,PR,MARCOS C SCHUSTER C E E FUND MEDIO,public,538.14,482.6,507.88,504.59,508.3,105
PR,MARGARIDA C E E FUND MEDIO,PUBLICA,27,505.6,558.59,514.16,505.87,580.77,521.05,65.9,TRUE,41065522,PR,MARGARIDA C E E FUND MEDIO,public,558.59,505.6,505.87,514.16,521.05,41
PR,MARIA A TEIXEIRA C E PF E FUND MED PROF,PUBLICA,99,488.67,542.13,532.61,536.96,576.32,525.09,49.4,TRUE,41130847,PR,MARIA A TEIXEIRA C E PF E FUND MED PROF,public,542.13,488.67,536.96,532.61,525.09,200
PR,MARIA AP NISGOSKI C E PROFA EF MED PRO,PUBLICA,13,451.96,512.11,530.15,488.26,527.08,495.62,19.4,TRUE,41060415,PR,MARIA AP NISGOSKI C E PROFA EF MED PRO,public,512.11,451.96,488.26,530.15,495.62,67
PR,MARIA C DE ALCANTARA C E PROFA E F MEDIO,PUBLICA,25,477.17,543.27,496.13,526.32,633.7,510.72,35.2,TRUE,41031911,PR,MARIA C DE ALCANTARA C E PROFA E F MEDIO,public,543.27,477.17,526.32,496.13,510.72,71
PR,MARIA DA G S SILVA E LIMA C E PROF M,PUBLICA,24,456.59,502.7,471.12,478.93,539.77,477.33,28.6,TRUE,41415248,PR,MARIA DA G S SILVA E LIMA C E PROF M,public,502.7,456.59,478.93,471.12,477.33,84
PR,MARIA DA LUZ FURQUIM C E E FUND MED NOR,PUBLICA,51,451.9,508.36,476.35,472.52,515.69,477.28,26.7,TRUE,41136845,PR,MARIA DA LUZ FURQUIM C E E FUND MED NOR,public,508.36,451.9,472.52,476.35,477.28,191
PR,MARIA DIVA R DE PROENCA C E E FUN MED,PUBLICA,10,477.46,536,487.26,496.54,590,499.32,40,TRUE,41049160,PR,MARIA DIVA R DE PROENCA C E E FUN MED,public,536,477.46,496.54,487.26,499.32,25
PR,MARIA GAI GRENDEL C E PROFA E FUND MED,PUBLICA,11,483.75,515.15,492.55,494.66,597.73,496.53,18,TRUE,41130901,PR,MARIA GAI GRENDEL C E PROFA E FUND MED,public,515.15,483.75,494.66,492.55,496.53,61
PR,MARIA HELENA DAVATZ C E PROFA EF MED,PUBLICA,13,463.64,517.82,486.18,473.02,569.23,485.16,22.4,TRUE,41377575,PR,MARIA HELENA DAVATZ C E PROFA EF MED,public,517.82,463.64,473.02,486.18,485.16,58
PR,MARIA HELENA T LUCIANO C E PROF E F MED,PUBLICA,28,473.14,530.64,480.34,508.76,544.23,498.22,25.1,TRUE,41373375,PR,MARIA HELENA T LUCIANO C E PROF E F MED,public,530.64,473.14,508.76,480.34,498.22,112
PR,MARIA I GUIMARAES C E E FUND MEDIO,PUBLICA,31,455.02,502.75,464.36,464.95,556.9,471.77,37.8,TRUE,41052242,PR,MARIA I GUIMARAES C E E FUND MEDIO,public,502.75,455.02,464.95,464.36,471.77,82
PR,MARIA J P SOUZA C E E MEDIO,PUBLICA,18,436.07,507.4,458.2,490.53,622.22,473.05,31.6,TRUE,41044940,PR,MARIA J P SOUZA C E E MEDIO,public,507.4,436.07,490.53,458.2,473.05,57
PR,MARIA JOSE B AGUILERA C E PROFA EFMP,PUBLICA,70,497.19,542.42,522.56,518.64,579.48,520.2,38.9,TRUE,41031946,PR,MARIA JOSE B AGUILERA C E PROFA EFMP,public,542.42,497.19,518.64,522.56,520.2,180
PR,MARIA L F PACHECO C E PROF E FUND MEDIO,PUBLICA,16,492.17,529.29,474.78,498.34,615,498.65,30.2,TRUE,41124022,PR,MARIA L F PACHECO C E PROF E FUND MEDIO,public,529.29,492.17,498.34,474.78,498.65,53
PR,MARIA LOPES DE PAULA C E PROFA E F M,PUBLICA,24,473.41,519.66,464.15,504.91,570.83,490.53,25.5,TRUE,41123360,PR,MARIA LOPES DE PAULA C E PROFA E F M,public,519.66,473.41,504.91,464.15,490.53,94
PR,MARIA MARGARIDA C E IRMA E MEDIO NORM,PUBLICA,101,483.73,536.16,471.11,489.32,586.08,495.08,56.1,TRUE,41089065,PR,MARIA MARGARIDA C E IRMA E MEDIO NORM,public,536.16,483.73,489.32,471.11,495.08,180
PR,MARIA SENEK WOSNHAKI C E PROFA EF MED,PUBLICA,14,461.09,509.34,483.36,461.81,544.23,478.9,37.8,TRUE,41369742,PR,MARIA SENEK WOSNHAKI C E PROFA EF MED,public,509.34,461.09,461.81,483.36,478.9,37
PR,MARIANO C PAGANOTO C E PROF E FUND MEDIO,PUBLICA,36,486.51,543.46,516.01,522.89,594.29,517.22,35,TRUE,41076648,PR,MARIANO C PAGANOTO C E PROF E FUND MEDIO,public,543.46,486.51,522.89,516.01,517.22,103
PR,MARILIS F PIROTELLI C E E FUND MEDIO,PUBLICA,87,490.68,531.68,509.87,516.21,602.06,512.11,48.6,TRUE,41071832,PR,MARILIS F PIROTELLI C E E FUND MEDIO,public,531.68,490.68,516.21,509.87,512.11,179
PR,MARINA MARES DE SOUZA C E E FUND MED,PUBLICA,13,473.17,539.9,476.75,478.58,495.83,492.1,23.6,TRUE,41117182,PR,MARINA MARES DE SOUZA C E E FUND MED,public,539.9,473.17,478.58,476.75,492.1,55
PR,MARINS A DE CAMARGO C E DR E F MED PROF,PUBLICA,32,468.86,520.69,481.43,491.13,576.61,490.53,51,TRUE,41002326,PR,MARINS A DE CAMARGO C E DR E F MED PROF,public,520.69,468.86,491.13,481.43,490.53,63
PR,MARIO A T DE FREITAS C E DR E FUND MED,PUBLICA,83,481.79,519.55,492.3,507.42,593.67,500.26,63.8,TRUE,41083725,PR,MARIO A T DE FREITAS C E DR E FUND MED,public,519.55,481.79,507.42,492.3,500.26,130
PR,MARIO B T BRAGA C E PROF E FUND MEDIO,PUBLICA,28,469.9,534.4,507.13,511.27,606.25,505.67,28,TRUE,41136225,PR,MARIO B T BRAGA C E PROF E FUND MEDIO,public,534.4,469.9,511.27,507.13,505.67,100
PR,MARIO DE ANDRADE C E E FUND MED NOR PR,PUBLICA,170,500.91,560.85,537.74,527.85,617.66,531.84,50.1,TRUE,41086201,PR,MARIO DE ANDRADE C E E FUND MED NOR PR,public,560.85,500.91,527.85,537.74,531.84,339
PR,MARIO EVALDO MORSKI C E PROF E MED NORM,PUBLICA,44,497.52,535.55,516.09,509.8,604.88,514.74,28.2,TRUE,41104439,PR,MARIO EVALDO MORSKI C E PROF E MED NORM,public,535.55,497.52,509.8,516.09,514.74,156
PR,MARIO QUINTANA C E E FUND MEDIO,PUBLICA,53,457.71,520.04,471.76,477.67,554.89,481.79,39.3,TRUE,41361733,PR,MARIO QUINTANA C E E FUND MEDIO,public,520.04,457.71,477.67,471.76,481.79,135
PR,MARISTA DE CASCAVEL COLEGIO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,PRIVADA,48,574.05,635,654.27,589.14,651.09,613.12,60,TRUE,41071859,PR,MARISTA DE CASCAVEL COLEGIO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,private,635,574.05,589.14,654.27,613.12,80
PR,MARISTA DE LONDRINA COL ED INF E FUN E MED,PRIVADA,44,584.8,647.63,666.66,612.32,689.77,627.85,56.4,TRUE,41032004,PR,MARISTA DE LONDRINA COL ED INF E FUN E MED,private,647.63,584.8,612.32,666.66,627.85,78
PR,MARISTA DE MARINGA COLEGIO ED INF ENS FUND E MEDIO,PRIVADA,38,624.37,674.01,703.97,614.76,675,654.28,41.8,TRUE,41024303,PR,MARISTA DE MARINGA COLEGIO ED INF ENS FUND E MEDIO,private,674.01,624.37,614.76,703.97,654.28,91
PR,MARLI QUEIROZ AZEVEDO C E E FUND MED,PUBLICA,44,468.15,508.05,488.94,504.02,581.25,492.29,51.8,TRUE,41387848,PR,MARLI QUEIROZ AZEVEDO C E E FUND MED,public,508.05,468.15,504.02,488.94,492.29,85
PR,MARMELEIRO C E DE E FUND MEDIO,PUBLICA,87,491.76,536.95,495.55,503.26,589.46,506.88,61.2,TRUE,41086945,PR,MARMELEIRO C E DE E FUND MEDIO,public,536.95,491.76,503.26,495.55,506.88,142
PR,MARTIN LUTHER C EVAN EDUC INF ENS FUND ENS MEDIO,PRIVADA,42,541.02,598.41,599.95,569.43,626.79,577.2,84,TRUE,41065549,PR,MARTIN LUTHER C EVAN EDUC INF ENS FUND ENS MEDIO,private,598.41,541.02,569.43,599.95,577.2,50
PR,MARTINUS COL EDUC INF ENS FUND ENS MEDIO SEDE,PRIVADA,15,566.26,630.42,659.67,608.4,580.36,616.19,83.3,TRUE,41130987,PR,MARTINUS COL EDUC INF ENS FUND ENS MEDIO SEDE,private,630.42,566.26,608.4,659.67,616.19,18
PR,MATER CONSOLATRIX C ED INF E FUND MED,PRIVADA,17,543.12,553.88,576.65,545,673.53,554.66,73.9,TRUE,41037855,PR,MATER CONSOLATRIX C ED INF E FUND MED,private,553.88,543.12,545,576.65,554.66,23
PR,MATER DEI - COLEGIO ED INF ENS FUND E MEDIO,PRIVADA,34,577.02,618.21,615.74,575.42,621.32,596.6,69.4,TRUE,41025954,PR,MATER DEI - COLEGIO ED INF ENS FUND E MEDIO,private,618.21,577.02,575.42,615.74,596.6,49
PR,MATHIAS JACOMEL C E E FUND MEDIO,PUBLICA,41,472.79,509.58,477.6,510.62,578.29,492.65,46.6,TRUE,41135830,PR,MATHIAS JACOMEL C E E FUND MEDIO,public,509.58,472.79,510.62,477.6,492.65,88
PR,MAXI COL - EDUC INF ENS FUND E MED,PRIVADA,174,614.4,657.9,681.93,614.08,683.48,642.08,63.7,TRUE,41032039,PR,MAXI COL - EDUC INF ENS FUND E MED,private,657.9,614.4,614.08,681.93,642.08,273
PR,MAXIMIANO PFEFFER C E E FUND MED,PUBLICA,14,440.05,488.09,443.61,469.87,564.29,460.41,40,TRUE,41353544,PR,MAXIMIANO PFEFFER C E E FUND MED,public,488.09,440.05,469.87,443.61,460.41,35
PR,MAXIMO ATILIO ASINELLI C E PROF E F M,PUBLICA,38,503.73,537.03,525.27,531.07,572.14,524.28,62.3,TRUE,41131002,PR,MAXIMO ATILIO ASINELLI C E PROF E F M,public,537.03,503.73,531.07,525.27,524.28,61
PR,MENDES GONCALVES C E E FUND MED PROF,PUBLICA,49,473.11,531.92,478.43,497.19,570.21,495.16,39.5,TRUE,41064780,PR,MENDES GONCALVES C E E FUND MED PROF,public,531.92,473.11,497.19,478.43,495.16,124
PR,MENELEU A TORRES C E PROF E FUN MED PRO,PUBLICA,27,454.26,499.41,479.17,490.71,574.04,480.89,26.2,TRUE,41063031,PR,MENELEU A TORRES C E PROF E FUN MED PRO,public,499.41,454.26,490.71,479.17,480.89,103
PR,MICHEL G P A REYDAMS C E ENG E FUND MED,PUBLICA,19,455.71,511.36,454.58,486.82,538.16,477.12,79.2,TRUE,41104447,PR,MICHEL G P A REYDAMS C E ENG E FUND MED,public,511.36,455.71,486.82,454.58,477.12,24
PR,MIGUEL DIAS C E E FUND MEDIO,PUBLICA,49,483.63,543.22,515.36,495.1,591.49,509.33,53.3,TRUE,41051351,PR,MIGUEL DIAS C E E FUND MEDIO,public,543.22,483.63,495.1,515.36,509.33,92
PR,MIGUEL FRANCO FILHO C E E FUND MEDIO,PUBLICA,69,488.52,520.82,488.71,503.06,616.27,500.28,59.5,TRUE,41126670,PR,MIGUEL FRANCO FILHO C E E FUND MEDIO,public,520.82,488.52,503.06,488.71,500.28,116
PR,MIGUEL NASSIF MALUF C E E FUND MEDIO,PUBLICA,12,432.55,459.82,438.91,424.76,533.33,439.01,52.2,TRUE,41053494,PR,MIGUEL NASSIF MALUF C E E FUND MEDIO,public,459.82,432.55,424.76,438.91,439.01,23
PR,MILTON CARNEIRO C E E FUND MEDIO,PUBLICA,32,461.17,525.07,509.02,494.75,548.39,497.5,33.7,TRUE,41131223,PR,MILTON CARNEIRO C E E FUND MEDIO,public,525.07,461.17,494.75,509.02,497.5,95
PR,MONTEIRO LOBATO C E E FUND MED,PUBLICA,29,470.39,526.27,463.39,484.62,541.38,486.17,70.7,TRUE,41044363,PR,MONTEIRO LOBATO C E E FUND MED,public,526.27,470.39,484.62,463.39,486.17,41
PR,MONTEIRO LOBATO C E E FUND MED NOR PRO,PUBLICA,90,514.65,558.83,521.26,520.06,630.46,528.7,52.9,TRUE,41019741,PR,MONTEIRO LOBATO C E E FUND MED NOR PRO,public,558.83,514.65,520.06,521.26,528.7,170
PR,MONTEIRO LOBATO C E E FUND MEDIO,PUBLICA,39,456.79,511.81,474.01,493.66,528.38,484.06,36.7,TRUE,41008413,PR,MONTEIRO LOBATO C E E FUND MEDIO,public,511.81,456.79,493.66,474.01,484.06,106
PR,MONTEIRO LOBATO C E E FUND MEDIO,PUBLICA,28,482.26,516.53,516.83,488.24,566.35,500.96,43.8,TRUE,41084845,PR,MONTEIRO LOBATO C E E FUND MEDIO,public,516.53,482.26,488.24,516.83,500.96,64
PR,MONTEIRO LOBATO C E E FUND MEDIO,PUBLICA,39,482.55,520.96,499.95,513.64,579.61,504.28,39,TRUE,41075773,PR,MONTEIRO LOBATO C E E FUND MEDIO,public,520.96,482.55,513.64,499.95,504.28,100
PR,MONTEIRO LOBATO C E E MEDIO E NORMAL,PUBLICA,11,452.84,477.18,475.15,514.83,520.45,480,14.1,TRUE,41022793,PR,MONTEIRO LOBATO C E E MEDIO E NORMAL,public,477.18,452.84,514.83,475.15,480,78
PR,MONTEIRO LOBATO C ED INF ENS FUND MED,PRIVADA,11,522.43,560.86,549.21,563.33,620.45,548.96,84.6,TRUE,41376439,PR,MONTEIRO LOBATO C ED INF ENS FUND MED,private,560.86,522.43,563.33,549.21,548.96,13
PR,MONTOIA C E PE E FUND MEDIO,PUBLICA,13,446.41,508.39,438.17,455.93,511.54,462.23,50,TRUE,41001044,PR,MONTOIA C E PE E FUND MEDIO,public,508.39,446.41,455.93,438.17,462.23,26
PR,MORADIAS MONTEIRO LOBATO C E E FUND MED,PUBLICA,59,458.44,513.81,474.94,491.95,552.27,484.79,38.6,TRUE,41377605,PR,MORADIAS MONTEIRO LOBATO C E E FUND MED,public,513.81,458.44,491.95,474.94,484.79,153
PR,MORAES DE BARROS C E SEN E FUND MED,PUBLICA,22,464.49,511.96,501.53,491.44,530.26,492.35,38.6,TRUE,41010183,PR,MORAES DE BARROS C E SEN E FUND MED,public,511.96,464.49,491.44,501.53,492.35,57
PR,MOYSES LUPION C E E FUND MED,PUBLICA,29,457.41,518.12,465.92,485.26,609.82,481.68,26.4,TRUE,41138880,PR,MOYSES LUPION C E E FUND MED,public,518.12,457.41,485.26,465.92,481.68,110
PR,NADIR M MONTANHA C E PROFA E FUND MED,PUBLICA,41,464.73,503.94,482.45,477.28,610.26,482.1,44.1,TRUE,41353137,PR,NADIR M MONTANHA C E PROFA E FUND MED,public,503.94,464.73,477.28,482.45,482.1,93
PR,NAIRA FELLINI C E E FUND MEDIO,PUBLICA,16,446.1,477.23,446.86,476.91,486.67,461.78,59.3,TRUE,41144333,PR,NAIRA FELLINI C E E FUND MEDIO,public,477.23,446.1,476.91,446.86,461.78,27
PR,NAPOLEAO DA SILVA REIS C E E FUND MED,PUBLICA,13,415.98,462.76,429.41,441.78,517.31,437.48,52,TRUE,41049829,PR,NAPOLEAO DA SILVA REIS C E E FUND MED,public,462.76,415.98,441.78,429.41,437.48,25
PR,NARCISO MENDES C E PROF E FUND MEDIO,PUBLICA,23,472.4,508.33,516.73,504.16,529.35,500.4,62.2,TRUE,41131460,PR,NARCISO MENDES C E PROF E FUND MEDIO,public,508.33,472.4,504.16,516.73,500.4,37
PR,NATALIA REGINATO C E E FUND MEDIO PROF,PUBLICA,66,478.66,518.6,497.38,497.51,575,498.04,35.7,TRUE,41131479,PR,NATALIA REGINATO C E E FUND MEDIO PROF,public,518.6,478.66,497.51,497.38,498.04,185
PR,NESTOR DE CASTRO C E E FUND MEDIO,PUBLICA,24,498.53,539.41,492.08,487.56,578.13,504.4,66.7,TRUE,41094450,PR,NESTOR DE CASTRO C E E FUND MEDIO,public,539.41,498.53,487.56,492.08,504.4,36
PR,NESTOR V DOS SANTOS C E E FUND MED,PUBLICA,60,508.42,553.53,535.06,502.47,578.33,524.87,43.5,TRUE,41079116,PR,NESTOR V DOS SANTOS C E E FUND MED,public,553.53,508.42,502.47,535.06,524.87,138
PR,NESTOR VICTOR C E E FUND MEDIO NORMAL,PUBLICA,56,455.61,514.53,458.88,495.68,605.56,481.17,37.8,TRUE,41007131,PR,NESTOR VICTOR C E E FUND MEDIO NORMAL,public,514.53,455.61,495.68,458.88,481.17,148
PR,NEUSA DOMIT C E E FUND MEDIO,PUBLICA,28,480.81,518.51,505.35,472.68,534.82,494.34,30.1,TRUE,41118294,PR,NEUSA DOMIT C E E FUND MEDIO,public,518.51,480.81,472.68,505.35,494.34,93
PR,NEWTON F DA COSTA C E E FUND MED,PUBLICA,62,488.71,540.52,527.63,526.71,586.07,520.89,66,TRUE,41131495,PR,NEWTON F DA COSTA C E E FUND MED,public,540.52,488.71,526.71,527.63,520.89,94
PR,NEWTON GUIMARAES C E PROF E FUND MED,PUBLICA,84,521.02,573.95,552.82,553.3,607.81,550.27,67.7,TRUE,41032225,PR,NEWTON GUIMARAES C E PROF E FUND MED,public,573.95,521.02,553.3,552.82,550.27,124
PR,NICANOR BUENO MENDES C E E MEDIO,PUBLICA,13,419.37,460.64,427.4,434.6,577.08,435.5,32.5,TRUE,41047630,PR,NICANOR BUENO MENDES C E E MEDIO,public,460.64,419.37,434.6,427.4,435.5,40
PR,NILO BRANDAO C E PROF E FUND MEDIO,PUBLICA,46,479.73,520.42,491.68,513.86,593.29,501.42,66.7,TRUE,41131517,PR,NILO BRANDAO C E PROF E FUND MEDIO,public,520.42,479.73,513.86,491.68,501.42,69
PR,NILO CAIRO C E E FUND MEDIO NORMAL,PUBLICA,159,488.24,528.4,511.17,514.5,588.15,510.58,35.7,TRUE,41025997,PR,NILO CAIRO C E E FUND MEDIO NORMAL,public,528.4,488.24,514.5,511.17,510.58,445
PR,NILO PECANHA C E E FUND MEDIO,PUBLICA,14,452.14,493.44,466.29,457.06,560.42,467.23,25,TRUE,41058488,PR,NILO PECANHA C E E FUND MEDIO,public,493.44,452.14,457.06,466.29,467.23,56
PR,NILO PECANHA C E E FUND MEDIO,PUBLICA,55,484.23,549.07,515.88,523.82,581.6,518.25,43,TRUE,41032241,PR,NILO PECANHA C E E FUND MEDIO,public,549.07,484.23,523.82,515.88,518.25,128
PR,NILSO FRANCESKI C E PROF E FUND MED,PUBLICA,19,494.96,549.51,522.68,519.37,590.28,521.63,48.7,TRUE,41065441,PR,NILSO FRANCESKI C E PROF E FUND MED,public,549.51,494.96,519.37,522.68,521.63,39
PR,NILSON BAPTISTA RIBAS C E E FUND MED,PUBLICA,40,471.74,501.16,516.27,513.49,548.03,500.66,58,TRUE,41131525,PR,NILSON BAPTISTA RIBAS C E E FUND MED,public,501.16,471.74,513.49,516.27,500.66,69
PR,NILSON RIBAS C E DR E MEDIO NORMAL,PUBLICA,59,465.62,531.06,507.89,501.5,588.18,501.52,45.4,TRUE,41020073,PR,NILSON RIBAS C E DR E MEDIO NORMAL,public,531.06,465.62,501.5,507.89,501.52,130
PR,NIRLEI MEDEIROS C E ENS FUND MED,PUBLICA,53,439.68,490.05,462.57,471.91,522.83,466.05,42.1,TRUE,41387279,PR,NIRLEI MEDEIROS C E ENS FUND MED,public,490.05,439.68,471.91,462.57,466.05,126
PR,NOBEL CAYUA COLEGIO DE ENSINO MEDIO,PRIVADA,95,538.16,592.98,574.81,561.67,621.84,566.9,66.9,TRUE,41145283,PR,NOBEL CAYUA COLEGIO DE ENSINO MEDIO,private,592.98,538.16,561.67,574.81,566.9,142
PR,NOROESTE C AGRIC E DO E FUND PROF,PUBLICA,58,484.42,525.75,487.83,467.65,532.89,491.41,72.5,TRUE,41383338,PR,NOROESTE C AGRIC E DO E FUND PROF,public,525.75,484.42,467.65,487.83,491.41,80
PR,NOROESTE C EDUC E MEDIO,PRIVADA,69,542.1,590.95,584.29,556.69,630.88,568.51,68.3,TRUE,41385616,PR,NOROESTE C EDUC E MEDIO,private,590.95,542.1,556.69,584.29,568.51,101
PR,NOSSA SENHORA APARECIDA C E E FUN MED,PUBLICA,13,417.99,449.85,471.42,411.91,533.33,437.79,86.7,TRUE,41114876,PR,NOSSA SENHORA APARECIDA C E E FUN MED,public,449.85,417.99,411.91,471.42,437.79,15
PR,NOSSA SENHORA DA GLORIA - COLEGIO,PRIVADA,35,545.16,592.23,583.87,559.19,639.29,570.11,64.8,TRUE,41026039,PR,NOSSA SENHORA DA GLORIA - COLEGIO,private,592.23,545.16,559.19,583.87,570.11,54
PR,NOSSA SENHORA DA GLORIA C E E FUN MED,PUBLICA,14,499.36,538.89,508.91,518.59,566.07,516.44,41.2,TRUE,41063139,PR,NOSSA SENHORA DA GLORIA C E E FUN MED,public,538.89,499.36,518.59,508.91,516.44,34
PR,NOSSA SRA AUXILIADORA COL EI-EF-EM,PRIVADA,19,582.31,614.48,670.72,580.25,672.37,611.94,70.4,TRUE,41071913,PR,NOSSA SRA AUXILIADORA COL EI-EF-EM,private,614.48,582.31,580.25,670.72,611.94,27
PR,NOSSA SRA BELEM C ED INF ENS FUND MED,PRIVADA,17,596.95,626.03,699.01,585.98,653.13,626.99,60.7,TRUE,41100921,PR,NOSSA SRA BELEM C ED INF ENS FUND MED,private,626.03,596.95,585.98,699.01,626.99,28
PR,NOSSA SRA CARMO COL - FRANC EDUC INF ENS FUND MEDIO,PRIVADA,16,476.22,570.71,507.53,537.03,600,522.87,76.2,TRUE,41064801,PR,NOSSA SRA CARMO COL - FRANC EDUC INF ENS FUND MEDIO,private,570.71,476.22,537.03,507.53,522.87,21
PR,NOSSA SRA CONCEICAO C E E FUND MEDIO,PUBLICA,13,459.51,550.04,463.11,463.89,545.83,484.14,52,TRUE,41123174,PR,NOSSA SRA CONCEICAO C E E FUND MEDIO,public,550.04,459.51,463.89,463.11,484.14,25
PR,NOSSA SRA DA ASSUNCAO COL ED INF EF EM,PRIVADA,62,578.16,626.94,643,593.94,635.89,610.51,89.9,TRUE,41131584,PR,NOSSA SRA DA ASSUNCAO COL ED INF EF EM,private,626.94,578.16,593.94,643,610.51,69
